timestamp,,intention,query,u_id
1440630000000    ,,ML,"input numbers separated by spaces
",B0007
1440630000000    ,,ML,"input numbers separated by spaces in java
",B0007
1440640000000    ,,KS,"separate input into multiple variables
",B0007
1440640000000    ,,ML,"seperate input variables
",B0007
1440800000000    ,,ML,"while printing multiple times
",B0007
1440800000000    ,,PS,"while loop duplicate prints
",B0007
1440800000000    ,,PS,"print outside of while loop
",B0007
1440800000000    ,,PS,"print outside while loop
",B0007
1441240000000    ,,KS,"eclipse wont compile
",B0007
1441410000000    ,,KS,"printing toString
",B0007
1441410000000    ,,PS,"String toString()
",B0007
1441410000000    ,,NA,"java String toString()
",B0007
1442290000000    ,,ML,"currancy instance
",B0007
1442290000000    ,,NA,"currency instance
",B0007
1442290000000    ,,NA,"java currency instance
",B0007
1442510000000    ,,ML,"java utility class
",B0007
1442510000000    ,,NA,"java make utility class
",B0007
1442510000000    ,,ML,"java currency
",B0007
1442510000000    ,,KS,"currency instance
",B0007
1442510000000    ,,ML,"java NumberFormat currency
",B0007
1443480000000    ,,ML,"Java getText
",B0007
1443720000000    ,,KS,"Java Gui Display input
",B0007
1443720000000    ,,KS,"java put panel into pane
",B0007
1443720000000    ,,KS,"cannot convert jpanel to vector
",B0007
1444950000000    ,,KS,"java merge sort
",B0007
1440550000000    ,,KS,"java for loop syntax
",B0012
1440800000000    ,,PS,"compute minimum
",B0012
1440800000000    ,,PS,"minimum integers java
",B0012
1444080000000    ,,ML,"java gridbaglayout
",A0088
1444080000000    ,,ML,"java getSelectedValue()
",A0088
1445030000000    ,,ML,"radio buttle
",A0088
1445030000000    ,,NA,"Jradiobuttle
",A0088
1445030000000    ,,ML,"java radiobuttle
",A0088
1445030000000    ,,NA,"java jradiobuttle
",A0088
1445390000000    ,,ML,"java boxlayout
",A0088
1445890000000    ,,ML,"JAVA array.size
",A0088
1446770000000    ,,ML,"java linkedlist
",A0088
1444950000000    ,,PS,"merge sort
",A0069
1444950000000    ,,NA,"3-part merge sort
",A0069
1444950000000    ,,NA,"3-partition merge sort
",A0069
1444950000000    ,,NA,"3-partition merge sort arraylist
",A0069
1440880000000    ,,PS,"how to add whitespace in spim
",A0066
1440880000000    ,,KS,"spim when are registers cleared
",A0066
1440890000000    ,,KS,"mips not adding correctly
",A0066
1440910000000    ,,ML,"mips registers address and memory
",A0066
1440910000000    ,,ML,"mips registers address and memory
",A0066
1440910000000    ,,ML,"mips what does lw do?
",A0066
1443400000000    ,,NA,"JTextArea
",A0066
1443400000000    ,,NA,"jtextarea getText
",A0066
1445130000000    ,,PS,"java insertion sort
",A0066
1440740000000    ,,KS,"definition of a method in java
",A0010
1441260000000    ,,KS,"how to make a class
",A0010
1441260000000    ,,NA,"how to make a class java
",A0010
1441270000000    ,,KS,"mutator method java
",A0010
1441270000000    ,,KS,"invalid method declaration; return type required
",A0010
1441320000000    ,,PS," error: cannot find symbol this.
",A0010
1442470000000    ,,KS,"how to use an abstract method
",A0010
1442470000000    ,,NA,"how to use abstract methods
",A0010
1444950000000    ,,KS,"scanner class
",A0010
1440550000000    ,,KS,"java for loop syntax
",A0056
1440720000000    ,,KS,"what does static mean in Java
",A0056
1440720000000    ,,KS,"Vectors in Java
",A0056
1440720000000    ,,KS,"using arrays java
",A0056
1440830000000    ,,KS,"arrays java
",A0056
1440830000000    ,,NA,"using arrays
",A0056
1440830000000    ,,NA,"using arrays java
",A0056
1440920000000    ,,KS,"copy constructor java
",A0056
1440920000000    ,,ML,"deep copy constructor java
",A0056
1441150000000    ,,KS,"static classes
",A0056
1444950000000    ,,KS,"Merge Sort
",A0056
1444950000000    ,,NA,"Merge Sort arraylist
",A0056
1444950000000    ,,KS,"merge sort
",A0059
1441570000000    ,,PS,"how do you call a parents method
",A0021
1441570000000    ,,PS,"how do I call a parent's method from a subclass
",A0021
1441590000000    ,,KS,"can you replace a character in a String with another character
",A0021
1441590000000    ,,ML,"formatting numbers
",A0021
1441590000000    ,,NA,"formatting numbers in java
",A0021
1441600000000    ,,KS,"java casting
",A0021
1441600000000    ,,KS,"java what is casting
",A0021
1443070000000    ,,KS,"how do you add a scroll pane to a text area
",A0021
1443070000000    ,,NA,"how do you use JScrollPane
",A0021
1443070000000    ,,KS,"how do you tie the enter key to a keyListener event
",A0021
1443070000000    ,,NA,"listen for enter key
",A0021
1443230000000    ,,KS,"Checking whether a text field has input
",A0021
1443580000000    ,,KS,"2 JButtons
",A0021
1443590000000    ,,KS,"Implement 2 Buttons in one ActionListener
",A0021
1443590000000    ,,NA,"2 JButtons in one ActionListener
",A0021
1441320000000    ,,KS,"Java Abstract class
",A0033
1444950000000    ,,KS,"Merge Sort
",A0033
1444980000000    ,,ML,"MouseEvent
",A0033
1444980000000    ,,ML,"ButtonGroup
",A0033
1444950000000    ,,PS,"merge sort
",A0026
1444950000000    ,,ML,"merge
",A0026
1444950000000    ,,NA,"merge method
",A0026
1444950000000    ,,NA,"read input
",A0026
1444950000000    ,,NA,"scanner
",A0026
1444950000000    ,,NA,"declare scanner
",A0026
1444960000000    ,,NA,"sort method
",A0026
1440780000000    ,,KS,"instantiate an array in Java
",A0022
1441040000000    ,,KS,"What are the 10 Laws of coding?
",A0022
1441300000000    ,,PS,"toString methods in Java
",A0022
1444950000000    ,,KS,"MergeSort
",A0022
1444950000000    ,,PS,"MergeSort
",A0022
1444950000000    ,,KS,"arrays
",A0022
1444950000000    ,,NA,"[arrays in Java]
",A0022
1444950000000    ,,KS,"arrays in Java
",A0022
1445020000000    ,,KS,"adding variables to an array in Java
",A0022
1445020000000    ,,KS,"ActionEvent, Java
",A0022
1442620000000    ,,ML,"parse
",B0013
1442620000000    ,,NA,"parse java
",B0013
1444950000000    ,,KS,"merge sort
",A0087
1440720000000    ,,ML,"how to add arraylist
",A0025
1441320000000    ,,ML,"how to call a getter method from a different class
",A0025
1441320000000    ,,KS,"how to make a myout.txt
",A0025
1442430000000    ,,KS,"#
",A0025
1442430000000    ,,NA,"# in constructor clas
",A0025
1442430000000    ,,NA,"# in constructor class
",A0025
1442430000000    ,,NA,"protected class
",A0025
1442430000000    ,,NA,"protected class java
",A0025
1442430000000    ,,KS,"java protected method
",A0025
1442430000000    ,,KS,"split method java
",A0025
1443640000000    ,,PS,"button listener
",A0025
1443640000000    ,,NA,"button listener java
",A0025
1443640000000    ,,NA,"java listener
",A0025
1443640000000    ,,NA,"jpanel java
",A0025
1443640000000    ,,NA,"JFrame
",A0025
1443640000000    ,,NA,"JFrame java
",A0025
1443650000000    ,,NA,"decimal format
",A0025
1443650000000    ,,NA,"adding to JList
",A0025
1440730000000    ,,KS,"do while loop syntax java
",A0039
1440730000000    ,,KS,"how do I store user inputs into an array
",A0039
1440730000000    ,,PS,"how do I store user inputs into an array java
",A0039
1440730000000    ,,NA,"convert user input into an array
",A0039
1440730000000    ,,NA,"java convert user input into an array
",A0039
1440730000000    ,,NA,"java how to store user input into an array
",A0039
1440800000000    ,,PS,"storing user inputs into an array
",A0039
1441400000000    ,,PS,"call method of another class within a class method
",A0039
1441400000000    ,,NA,"call method of another class
",A0039
1441400000000    ,,NA,"call method of another class java
",A0039
1441410000000    ,,PS,"what is java.lang.NullPointerException
",A0039
1444080000000    ,,PS,"boxlayout
",A0039
1444080000000    ,,NA,"add JLable to JPanel
",A0039
1444080000000    ,,NA,"box layout can't be shared
",A0039
1444080000000    ,,NA,"BoxLayout cannot be shared
",A0039
1444080000000    ,,NA,"BoxLayout  be shared
",A0039
1444080000000    ,,NA,"Jpanel with box layaout
",A0039
1444080000000    ,,NA,"Jpanel with box layout
",A0039
1444100000000    ,,PS,"set spacing in BoxLayout
",A0039
1444100000000    ,,PS,"concatenate text in JTextArea
",A0039
1444100000000    ,,PS,"clear text field after button pushed
",A0039
1444100000000    ,,NA,"clear textfield after button pushed
",A0039
1444100000000    ,,NA,"clear textfield after event
",A0039
1444100000000    ,,NA,"clear textfield after event JAva
",A0039
1444100000000    ,,NA,"clear textfield after event Java
",A0039
1444100000000    ,,NA,"remove user input from Text area
",A0039
1444100000000    ,,PS,"get Text from textarea and translate String to integer
",A0039
1444100000000    ,,NA,"method to convert String to integer
",A0039
1444100000000    ,,PS,"convert String to int
",A0039
1444100000000    ,,PS,"clear text area
",A0039
1444100000000    ,,NA,"clear text area java
",A0039
1444940000000    ,,PS,"how to create radio buttons
",A0039
1444940000000    ,,NA,"how to create radio buttons java
",A0039
1444940000000    ,,NA,"default color to draw rectangles is black
",A0039
1444940000000    ,,NA,"how to create a radio button java
",A0039
1444950000000    ,,KS,"io
",A0015
1440720000000    ,,KS,"how to java
",A0050
1440720000000    ,,KS,"how to get input from the user
",A0050
1440720000000    ,,NA,"how to cin in java
",A0050
1440720000000    ,,NA,"how to read from standard input
",A0050
1440720000000    ,,NA,"how to initialize an array
",A0050
1440790000000    ,,KS,"what is this.
",A0050
1440790000000    ,,NA,"what is the function of this.
",A0050
1440790000000    ,,NA,"do while loop.
",A0050
1440790000000    ,,NA,"do while loop.in java
",A0050
1440790000000    ,,NA,"java do while loop
",A0050
1440810000000    ,,KS,"do while loop
",A0050
1440810000000    ,,KS,"do while loop
",A0050
1440810000000    ,,NA,"java do while loop
",A0050
1440810000000    ,,KS,"arrays
",A0050
1440810000000    ,,NA,"how to initialize an array
",A0050
1440810000000    ,,KS,"how to declare a new int
",A0050
